Time, Seats Used, Seats Taken, Delta_Time, Increment_Used, Increment_Reserved
5.083195,219,57,5.083195,1113.22,289.7421
5.083195,219,58,0,0,0
10,219,59,4.916805,1076.78,290.0915
10,218,59,0,0,0
10,218,59,0,0,0
10,217,59,0,0,0
10,217,59,0,0,0
10,216,59,0,0,0
10,216,59,0,0,0
10,215,59,0,0,0
10,215,59,0,0,0
10,214,59,0,0,0
10,214,59,0,0,0
10,213,59,0,0,0
10,213,59,0,0,0
10,212,59,0,0,0
10,212,59,0,0,0
10,211,59,0,0,0
10,211,59,0,0,0
10,210,59,0,0,0
10,210,59,0,0,0
10,209,59,0,0,0
10,209,59,0,0,0
10,208,59,0,0,0
10,208,59,0,0,0
10,207,59,0,0,0
10,207,59,0,0,0
10,206,59,0,0,0
10,206,59,0,0,0
10,205,59,0,0,0
10,205,59,0,0,0
10,204,59,0,0,0
10,204,59,0,0,0
10,203,59,0,0,0
10,203,59,0,0,0
10,202,59,0,0,0
10,202,59,0,0,0
10,201,59,0,0,0
10,201,59,0,0,0
10,200,59,0,0,0
10,200,59,0,0,0
10,199,59,0,0,0
10,199,59,0,0,0
10,198,59,0,0,0
10,198,59,0,0,0
10,197,59,0,0,0
10,197,59,0,0,0
10,196,59,0,0,0
10,196,59,0,0,0
10,195,59,0,0,0
10,195,59,0,0,0
10,194,59,0,0,0
10,194,59,0,0,0
10,193,59,0,0,0
10,193,59,0,0,0
10,192,59,0,0,0
10,192,59,0,0,0
10,191,59,0,0,0
10,191,59,0,0,0
10,190,59,0,0,0
10,190,59,0,0,0
10,189,59,0,0,0
10,189,59,0,0,0
10,188,59,0,0,0
10,188,59,0,0,0
10,187,59,0,0,0
10,187,59,0,0,0
10,186,59,0,0,0
10,186,59,0,0,0
10,185,59,0,0,0
10,185,59,0,0,0
10,184,59,0,0,0
10,184,59,0,0,0
10,183,59,0,0,0
10,183,59,0,0,0
10,182,59,0,0,0
10,182,59,0,0,0
10,181,59,0,0,0
10,181,59,0,0,0
10,180,59,0,0,0
10,180,59,0,0,0
10,179,59,0,0,0
10,179,59,0,0,0
10,178,59,0,0,0
10,178,59,0,0,0
10,177,59,0,0,0
10,177,59,0,0,0
10,176,59,0,0,0
10,176,59,0,0,0
10,175,59,0,0,0
10,175,59,0,0,0
10,174,59,0,0,0
10,174,59,0,0,0
10,173,59,0,0,0
10,173,59,0,0,0
10,172,59,0,0,0
10,172,59,0,0,0
10,171,59,0,0,0
10,171,59,0,0,0
10,170,59,0,0,0
10,170,59,0,0,0
10,169,59,0,0,0
10,169,59,0,0,0
10,168,59,0,0,0
10,168,59,0,0,0
10,167,59,0,0,0
10,167,59,0,0,0
10,166,59,0,0,0
10,166,59,0,0,0
10,165,59,0,0,0
10,165,59,0,0,0
10,164,59,0,0,0
10,164,59,0,0,0
10,163,59,0,0,0
10,163,59,0,0,0
10,162,59,0,0,0
10,162,59,0,0,0
10,161,59,0,0,0
10,161,59,0,0,0
10,160,59,0,0,0
10,160,59,0,0,0
10,159,59,0,0,0
10,159,59,0,0,0
10,158,59,0,0,0
10,158,59,0,0,0
10,157,59,0,0,0
10,157,59,0,0,0
10,156,59,0,0,0
10,156,59,0,0,0
10,155,59,0,0,0
10,155,59,0,0,0
10,154,59,0,0,0
10,154,59,0,0,0
10,153,59,0,0,0
10,153,59,0,0,0
10,152,59,0,0,0
10,152,59,0,0,0
10,151,59,0,0,0
10,151,59,0,0,0
10,150,59,0,0,0
10,150,59,0,0,0
10,149,59,0,0,0
10,149,59,0,0,0
10,148,59,0,0,0
10,148,59,0,0,0
10,147,59,0,0,0
10,147,59,0,0,0
10,146,59,0,0,0
10,146,59,0,0,0
10,145,59,0,0,0
10,145,59,0,0,0
10,144,59,0,0,0
10,144,59,0,0,0
10,143,59,0,0,0
10,143,59,0,0,0
10,142,59,0,0,0
10,142,59,0,0,0
10,141,59,0,0,0
10,141,59,0,0,0
10,140,59,0,0,0
10,140,59,0,0,0
10,139,59,0,0,0
10,139,59,0,0,0
10,138,59,0,0,0
10,138,59,0,0,0
10,137,59,0,0,0
10,137,59,0,0,0
10,136,59,0,0,0
10,136,59,0,0,0
10,135,59,0,0,0
10,135,59,0,0,0
10,134,59,0,0,0
10,134,59,0,0,0
10,133,59,0,0,0
10,133,59,0,0,0
10,132,59,0,0,0
10,132,59,0,0,0
10,131,59,0,0,0
10,131,59,0,0,0
10,130,59,0,0,0
10,130,59,0,0,0
10,129,59,0,0,0
10,129,59,0,0,0
10,128,59,0,0,0
10,128,59,0,0,0
10,127,59,0,0,0
10,127,59,0,0,0
10,126,59,0,0,0
10,126,59,0,0,0
10,125,59,0,0,0
10,125,59,0,0,0
10,124,59,0,0,0
10,124,59,0,0,0
10,123,59,0,0,0
10,123,59,0,0,0
10,122,59,0,0,0
10,122,59,0,0,0
10,121,59,0,0,0
10,121,59,0,0,0
10,120,59,0,0,0
10,120,59,0,0,0
10,119,59,0,0,0
10,119,59,0,0,0
10,118,59,0,0,0
10,118,59,0,0,0
10,117,59,0,0,0
10,117,59,0,0,0
10,116,59,0,0,0
10,116,59,0,0,0
10,115,59,0,0,0
10,115,59,0,0,0
10,114,59,0,0,0
10,114,59,0,0,0
10,113,59,0,0,0
10,113,59,0,0,0
10,112,59,0,0,0
10,112,59,0,0,0
10,111,59,0,0,0
10,111,59,0,0,0
10,110,59,0,0,0
10,110,59,0,0,0
10,109,59,0,0,0
10,109,59,0,0,0
10,108,59,0,0,0
10,108,59,0,0,0
10,107,59,0,0,0
10,107,59,0,0,0
10,106,59,0,0,0
10,106,59,0,0,0
10,105,59,0,0,0
10,105,59,0,0,0
10,104,59,0,0,0
10,104,59,0,0,0
10,103,59,0,0,0
10,103,59,0,0,0
10,102,59,0,0,0
10,102,59,0,0,0
10,101,59,0,0,0
10,101,59,0,0,0
10,100,59,0,0,0
10,100,59,0,0,0
10,99,59,0,0,0
10,99,59,0,0,0
10,98,59,0,0,0
